"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
9.438671200E1,1.648553018E-2,2.394925391E0,1.367978906E0
9.439675800E1,-9.264759712E-2,2.511536413E0,6.501969320E-1
9.440680400E1,-1.818366393E-1,2.623524041E0,-8.608738661E-2
9.441685000E1,-4.300453523E-1,3.041478923E0,-9.647397850E-1
9.442689600E1,-4.331883404E-1,3.596252219E0,-1.837291637E0
9.443694200E1,-2.702099948E-1,4.324266236E0,-1.825266838E0
9.444698800E1,6.609305196E-2,5.095387096E0,-1.336304977E0
9.445703400E1,4.547554298E-1,5.544801167E0,-4.704974500E-1
9.446708000E1,7.411778533E-1,5.802251149E0,4.739216526E-1
9.447712600E1,7.727517946E-1,5.700356984E0,1.591036881E0
9.448717200E1,5.946047850E-1,5.179387611E0,2.408746893E0
9.449721800E1,6.343889114E-2,4.478560808E0,2.587843162E0
9.450726400E1,-8.480376197E-1,3.703829877E0,2.581979574E0
9.451731000E1,-1.461806106E0,2.973739514E0,2.560832534E0
9.452735600E1,-1.821909367E0,2.335834014E0,2.588963488E0
9.453740200E1,-1.894763043E0,1.850016348E0,2.707132208E0
9.454744800E1,-1.659060756E0,1.405392900E0,2.729273275E0
9.455749400E1,-1.169585729E0,9.375700396E-1,2.575319595E0
9.456754000E1,-7.689318817E-1,4.415033734E-1,2.324296873E0
9.457758600E1,-5.033739316E-1,8.630490303E-4,1.950148746E0
9.458763200E1,-1.760698959E-1,-3.650627232E-1,1.503596448E0
9.459767800E1,1.189667188E-2,-7.199349189E-1,1.002477642E0
9.460772400E1,-1.946296162E-1,-1.074355125E0,7.368421429E-1
9.461777000E1,-6.223112682E-1,-1.350478190E0,5.969135946E-1
9.462781600E1,-9.313953799E-1,-1.685930613E0,5.434003886E-1
9.463786200E1,-9.712337758E-1,-1.995288666E0,5.177404674E-1
9.464790800E1,-9.739448373E-1,-2.158751673E0,3.972838050E-1
9.465795400E1,-9.015600351E-1,-2.422260540E0,2.393581116E-1
9.466800000E1,-5.597764662E-1,-2.679819279E0,8.793444894E-2
9.467804600E1,-4.067060083E-2,-2.789273894E0,-1.051927252E-1
9.468809200E1,3.761312100E-1,-2.869939157E0,-2.556383680E-1
9.469813800E1,6.557229162E-1,-2.924342237E0,-3.739146768E-1
9.470818400E1,9.237228097E-1,-3.079606277E0,-4.289043778E-1
9.471823000E1,9.429649001E-1,-3.195336708E0,-4.291544925E-1
9.472827600E1,5.971955766E-1,-3.257207267E0,-3.790633694E-1
9.473832200E1,2.255472806E-1,-3.319730374E0,-3.733673774E-1
9.474836800E1,-1.929929806E-1,-3.351035782E0,-3.758899393E-1
9.475841400E1,-5.613112141E-1,-3.368183911E0,-2.028399110E-1
9.476846000E1,-7.862227562E-1,-3.302167093E0,4.227186084E-2
9.477850600E1,-7.438082964E-1,-3.294631201E0,7.753641844E-2
9.478855200E1,-5.529322272E-1,-3.346399525E0,1.473626252E-1
9.479859800E1,-3.647044350E-1,-3.117726030E0,8.574188925E-2
9.480864400E1,-1.436666002E-1,-2.779022555E0,-1.335836615E-1
9.481869000E1,-1.879748270E-2,-2.361421430E0,-3.039686751E-1
9.482873600E1,8.118171886E-2,-1.832769985E0,-3.913629144E-1
9.483878200E1,2.925554218E-1,-1.248813820E0,-3.848661462E-1
9.484882800E1,5.628670120E-1,-6.865403008E-1,-4.499064801E-1
9.485887400E1,6.856098627E-1,-1.888334906E-1,-7.506644491E-1
9.486892000E1,4.902407198E-1,3.084698617E-1,-8.420254395E-1
9.487896600E1,-9.002146639E-2,9.669751024E-1,-7.479191814E-1
9.488901200E1,-8.662346665E-1,1.668181974E0,-4.807727621E-1
9.489905800E1,-1.347015030E0,2.368867275E0,8.326128110E-2
9.490910400E1,-1.356058480E0,2.752108991E0,7.950364105E-1
9.491915000E1,-1.191919901E0,3.253090827E0,1.336732555E0
9.492919600E1,-1.112560174E0,4.085568860E0,1.850612033E0
9.493924200E1,-3.956900002E-1,4.719338624E0,2.330529420E0
9.494928800E1,8.044601487E-1,5.042725317E0,2.789744010E0
9.495933400E1,1.768530720E0,5.278946983E0,3.160833458E0
9.496938000E1,2.323059018E0,5.381386108E0,3.471708280E0
9.497942600E1,2.480091549E0,4.986140642E0,3.474263513E0
9.498947200E1,2.269801116E0,4.383374569E0,3.110338658E0
9.499951800E1,1.861811351E0,3.632901397E0,2.510940582E0
9.500956400E1,1.589340019E0,2.732222611E0,1.745150043E0
9.501961000E1,1.487193401E0,1.958936527E0,9.422501510E-1
9.502965600E1,1.451938491E0,1.362566139E0,2.499762167E-1
9.503970200E1,1.530354769E0,7.372859466E-1,-2.208774018E-1
9.504974800E1,1.701823930E0,3.088212794E-1,-3.391244745E-1
9.505979400E1,2.027899758E0,-5.372363269E-2,-5.041999970E-1
9.506984000E1,2.107057755E0,-5.062729812E-1,-1.251708338E-1
9.507988600E1,2.104742842E0,-5.014250547E-1,-2.134042217E-1
9.508993200E1,1.920688720E0,-8.357822943E-1,-3.930773912E-1
9.509997800E1,1.380246364E0,-9.578809279E-1,-6.011064868E-1
9.511002400E1,7.356592512E-1,-1.125569717E0,-8.518915196E-1
9.512007025E1,1.665895859E-1,-1.516808086E0,-9.826193279E-1
9.513011525E1,-2.283384855E-1,-1.859697583E0,-9.544177683E-1
9.514016125E1,-4.561945393E-1,-2.181489741E0,-9.382277052E-1
9.515020725E1,-5.421914402E-1,-2.550636744E0,-8.163256842E-1
9.516025425E1,-7.487608150E-1,-2.856619200E0,-8.056890142E-1
9.517030025E1,-7.462413959E-1,-3.103143075E0,-6.707896560E-1
9.518034625E1,-6.349953407E-1,-3.243944027E0,-5.683967239E-1
9.519039225E1,-4.447009233E-1,-3.369082628E0,-4.787494062E-1
9.520043825E1,-1.989761805E-1,-3.528884109E0,-4.673835884E-1
9.521048425E1,-1.901554730E-2,-3.647028270E0,-5.931916957E-1
9.522053025E1,2.191075958E-1,-3.752498007E0,-7.557501380E-1
9.523057625E1,3.830826724E-1,-3.838878924E0,-9.792197567E-1
9.524062225E1,2.853677320E-1,-3.844761223E0,-1.393777406E0
9.525066825E1,-4.686419092E-2,-3.771504967E0,-1.720301716E0
9.526071425E1,-3.210156111E-1,-3.654730223E0,-1.814682793E0
9.527076025E1,-4.750208195E-1,-3.423157094E0,-1.586876002E0
9.528080625E1,-5.688345341E-1,-2.891839904E0,-1.380835179E0
9.529085225E1,-6.865239286E-1,-2.241446505E0,-9.490569679E-1
9.530089825E1,-6.301496800E-1,-1.689837722E0,-6.217506664E-1
9.531094425E1,-4.733552036E-1,-1.204619395E0,-5.303214097E-1
9.532099025E1,-2.349894375E-1,-6.648933238E-1,-5.811043315E-1
9.533103625E1,1.341422168E-1,-1.713602561E-1,-7.476612461E-1
9.534108225E1,5.499180971E-1,3.422036183E-1,-9.872784624E-1
9.535112825E1,8.656440977E-1,9.349925870E-1,-1.039428975E0
9.536117425E1,9.430247609E-1,1.519791920E0,-1.240348222E0
9.537122025E1,9.527351589E-1,2.072980621E0,-1.139380256E0
9.538126625E1,7.344838147E-1,2.629679990E0,-6.270934135E-1
9.539131225E1,4.529575207E-1,3.043254138E0,-1.316886520E-1
9.540135825E1,2.140875054E-1,3.256681602E0,3.109901579E-1
9.541140425E1,-6.601568598E-2,3.263177274E0,2.422090678E-1
9.542145025E1,-4.776982230E-1,3.079840166E0,-5.051943161E-2
9.543149625E1,-7.239610192E-1,3.016403723E0,-6.853025184E-1
9.544154225E1,-5.525490884E-1,3.329105215E0,-1.186808338E0
9.545158825E1,-4.817118980E-2,3.875843852E0,-6.912607580E-1
9.546163425E1,4.180083838E-1,4.846070006E0,-2.577085747E-1
9.547168025E1,5.782149298E-1,5.351523793E0,6.571018358E-1
9.548172625E1,4.795942192E-1,5.381113628E0,1.256434350E0
9.549177225E1,5.683347434E-3,5.186970865E0,1.985697332E0
9.550181825E1,-7.688620806E-1,4.603260868E0,2.681286930E0
9.551186425E1,-1.259496683E0,3.856759125E0,2.981475965E0
9.552191025E1,-1.530821669E0,3.126774597E0,3.002526526E0
9.553195625E1,-1.580957889E0,2.411290578E0,2.862677500E0
9.554200225E1,-1.282115614E0,1.781548961E0,2.580482102E0
9.555204825E1,-6.369776930E-1,1.193826020E0,2.251418931E0
9.556209425E1,7.377629332E-2,5.388916737E-1,2.024636865E0
9.557214025E1,4.951371417E-1,-6.240674794E-2,1.738882267E0
9.558218625E1,2.942858322E-1,-4.258264035E-1,1.410718544E0
9.559223225E1,-3.667441266E-1,-7.047081846E-1,1.103596904E0
9.560227825E1,-9.024442803E-1,-9.224011928E-1,7.772961044E-1
9.561232425E1,-1.199350615E0,-1.099782912E0,5.251359527E-1
9.562237025E1,-1.289218373E0,-1.297035808E0,3.033143717E-1
9.563241625E1,-1.305607826E0,-1.467478051E0,2.491790950E-2
9.564246225E1,-1.217521861E0,-1.717593285E0,-7.608470097E-2
9.565250825E1,-1.032984539E0,-1.983113009E0,-1.159479475E-1
9.566255425E1,-8.657377993E-1,-2.189965280E0,-1.229078883E-1
9.567260025E1,-8.571897548E-1,-2.438519307E0,3.307769895E-3
9.568264625E1,-7.875979482E-1,-2.712646717E0,3.355487560E-1
9.569269225E1,-5.984756052E-1,-2.900068105E0,6.819746487E-1
9.570273825E1,-6.053315386E-1,-3.019108645E0,8.621881740E-1
9.571278425E1,-7.638535018E-1,-3.193800645E0,8.888095236E-1
9.572283025E1,-9.001747566E-1,-3.350710092E0,8.349468733E-1
9.573287625E1,-8.961405433E-1,-3.564328176E0,7.494839694E-1
9.574292225E1,-7.600172167E-1,-3.701074669E0,4.754635634E-1
9.575296825E1,-6.783565378E-1,-3.668270620E0,1.110269308E-1
9.576301425E1,-5.897198383E-1,-3.702113720E0,-3.486267847E-1
9.577306025E1,-4.546446251E-1,-3.661576728E0,-7.870194393E-1
9.578310625E1,-2.940310398E-1,-3.523898773E0,-1.168402326E0
9.579315225E1,-6.620466068E-2,-3.176049668E0,-1.287304141E0
9.580319825E1,3.248256934E-1,-2.615543177E0,-1.239966837E0
9.581324425E1,7.946381421E-1,-2.005265186E0,-9.350626074E-1
9.582329025E1,1.124311835E0,-1.371762639E0,-4.404994065E-1
9.583333625E1,1.198549547E0,-7.384688383E-1,-1.910308743E-1
9.584338225E1,9.993334477E-1,-3.586436498E-1,2.828824461E-2
9.585342825E1,5.785887862E-1,9.091367841E-2,4.710633874E-2
9.586347425E1,8.938616641E-2,5.133755940E-1,2.053508516E-1
9.587352025E1,-2.297046509E-1,9.072878945E-1,5.987238926E-1
9.588356625E1,-2.650539932E-1,1.525851390E0,1.231867420E0
9.589361225E1,-6.364621148E-3,2.287364690E0,1.894993569E0
9.590365825E1,4.423768743E-1,3.255616239E0,2.248722634E0
9.591370425E1,1.116907433E0,3.872102219E0,2.442887031E0
9.592375025E1,1.600040570E0,4.118413839E0,2.065569275E0
9.593379625E1,1.612164771E0,4.431505925E0,1.513344926E0
9.594384225E1,1.652011207E0,4.731960424E0,9.457538027E-1
9.595388825E1,2.015199605E0,4.732264479E0,6.641846412E-1
9.596393425E1,2.201465583E0,4.607045186E0,6.885387330E-1
9.597398025E1,2.008364502E0,4.308032611E0,9.804247217E-1
9.598402625E1,1.494922104E0,3.834576543E0,1.374853331E0
9.599407225E1,8.604643417E-1,3.293677520E0,1.538149692E0
9.600411825E1,2.246048556E-1,2.796584083E0,1.356665128E0
9.601416425E1,-2.996962608E-1,2.292215540E0,9.980366814E-1
9.602421025E1,-3.903221831E-1,1.852825350E0,7.661014639E-1
9.603425625E1,4.153160334E-2,1.579008427E0,4.225788599E-1
9.604430225E1,5.362325062E-1,1.375623556E0,2.293299906E-1
9.605434825E1,9.799141136E-1,1.249440057E0,2.317257410E-1
9.606439425E1,1.424571767E0,1.011768283E0,2.886735284E-1
9.607444025E1,1.749291626E0,8.218828779E-1,3.064572501E-1
9.608448625E1,1.917551981E0,4.051067948E-1,3.442017581E-1
9.609453225E1,1.764987453E0,5.293250442E-2,3.739195007E-1
9.610457825E1,1.452016259E0,-2.050326169E-1,3.134907196E-1
9.611462425E1,1.182273676E0,-6.672082365E-1,1.902192807E-1
9.612467029E1,9.001076598E-1,-1.060469157E0,1.499006823E-2
9.613471629E1,5.225614967E-1,-1.449527099E0,-2.163281219E-1
9.614476229E1,1.584779629E-1,-1.863612878E0,-3.842795974E-1
9.615480829E1,-1.497268007E-1,-2.181121366E0,-4.953587146E-1
9.616485429E1,-3.590770747E-1,-2.507631642E0,-5.522597243E-1
9.617490029E1,-5.305982023E-1,-2.732360020E0,-6.065129685E-1
9.618494629E1,-6.119538758E-1,-2.953239176E0,-5.585383183E-1
9.619499229E1,-6.345633046E-1,-3.128411817E0,-5.251980793E-1
9.620503829E1,-5.116149974E-1,-3.312159399E0,-6.444070190E-1
9.621508429E1,-3.251779881E-1,-3.442462846E0,-7.337125669E-1
9.622513029E1,-9.520918921E-2,-3.538954768E0,-8.837971441E-1
9.623517729E1,1.785005835E-1,-3.647989553E0,-9.521763843E-1
9.624522329E1,4.241942263E-1,-3.662688868E0,-9.021049225E-1
9.625526929E1,4.890775625E-1,-3.672270700E0,-7.851978855E-1
9.626531529E1,3.331840689E-1,-3.622135504E0,-7.891736267E-1
9.627536129E1,-7.547680981E-2,-3.483883352E0,-7.395103005E-1
9.628540729E1,-5.131934533E-1,-3.338933800E0,-8.940574727E-1
9.629545329E1,-6.404065733E-1,-3.257803098E0,-1.026305703E0
9.630549929E1,-8.700893703E-1,-2.921434416E0,-9.749467577E-1
9.631554529E1,-8.336340272E-1,-2.534734656E0,-1.166758162E0
9.632559129E1,-7.119417751E-1,-2.230023969E0,-1.271554227E0
9.633563729E1,-4.781143255E-1,-1.804111027E0,-1.655337980E0
9.634568329E1,-2.210798617E-1,-1.463296123E0,-1.758225587E0
9.635572929E1,1.978091494E-1,-8.702551389E-1,-1.548998762E0
9.636577529E1,5.646465025E-1,-4.450140417E-2,-1.362067956E0
9.637582129E1,7.712698909E-1,6.554225886E-1,-1.123720901E0
9.638586729E1,7.308683351E-1,1.353878930E0,-8.188330434E-1
9.639591329E1,5.069862318E-1,2.046197450E0,-1.927856968E-1
9.640595929E1,9.257425111E-2,2.695264115E0,3.311510651E-1
9.641600529E1,-2.203085774E-1,3.241919721E0,6.860054268E-1
9.642605129E1,-3.223800223E-1,3.402298906E0,7.905466260E-1
9.643609729E1,-4.598413380E-1,3.383644534E0,4.053974015E-1
9.644614329E1,-7.192556186E-1,3.628601355E0,-1.520252681E-1
9.645618929E1,-6.495199706E-1,3.930564435E0,-4.309022252E-1
9.646623529E1,-2.210792039E-1,4.438888035E0,-3.362441361E-1
9.647628129E1,3.844788413E-1,4.939751757E0,-1.956740020E-1
9.648632829E1,8.884601524E-1,5.071218799E0,3.646276903E-1
9.649637429E1,9.899153374E-1,5.122997063E0,1.226810748E0
9.650642029E1,4.859019031E-1,5.076274887E0,2.051314933E0
9.651646629E1,-4.262313963E-1,4.663308265E0,2.704595686E0
9.652651229E1,-1.317883178E0,4.065959052E0,3.179236985E0
9.653655829E1,-1.985717798E0,3.659588090E0,3.480901857E0
9.654660429E1,-2.197736083E0,3.284057681E0,3.495016451E0
9.655665029E1,-1.981117647E0,2.766680253E0,3.157277766E0
9.656669629E1,-1.340581631E0,2.210222958E0,2.588728430E0
9.657674229E1,-4.478666058E-1,1.691670824E0,1.851002042E0
9.658678829E1,3.396510163E-1,1.078543485E0,1.005217647E0
9.659683429E1,8.814780653E-1,4.397807837E-1,3.188211876E-1
9.660688029E1,1.226020935E0,-5.836105943E-2,-2.604174435E-2
9.661692629E1,1.480045764E0,-4.474184167E-1,-2.019030409E-1
9.662697229E1,1.184402501E0,-7.402767974E-1,-1.566154055E-1
9.663701829E1,5.584017127E-1,-1.064407842E0,8.814034402E-2
9.664706429E1,2.617827684E-2,-1.523338256E0,2.803259703E-1
9.665711029E1,-3.263688467E-1,-1.983234631E0,3.041084236E-1
9.666715629E1,-5.289446828E-1,-2.352208557E0,2.518493722E-1
9.667720229E1,-7.346707794E-1,-2.655321200E0,9.457754374E-2
9.668724929E1,-8.831367011E-1,-2.967392362E0,-1.966118954E-1
9.669729529E1,-9.537093781E-1,-3.288048406E0,-5.145158011E-1
9.670734129E1,-8.872089214E-1,-3.586836448E0,-6.184599996E-1
9.671738729E1,-5.798837983E-1,-3.805270883E0,-5.487739067E-1
9.672743329E1,-1.390793134E-1,-3.974524387E0,-3.259324251E-1
9.673747929E1,2.165172062E-1,-4.056252674E0,-1.134037509E-1
9.674752529E1,3.707600308E-1,-4.070836800E0,6.063621104E-2
9.675757129E1,1.332581909E-1,-3.945496470E0,1.309827469E-2
9.676761729E1,-2.592936087E-1,-3.857777125E0,5.452579759E-2
9.677766329E1,-4.797617785E-1,-3.654320918E0,5.664307438E-2
9.678770929E1,-8.439737318E-1,-3.429280883E0,-1.395554960E-1
9.679775529E1,-1.261495408E0,-3.101133971E0,-3.452664629E-1
9.680780129E1,-1.413674458E0,-2.780970263E0,-3.778863249E-1
9.681784729E1,-1.189779162E0,-2.309933773E0,-3.244204813E-1
9.682789329E1,-7.484368792E-1,-1.820817107E0,-2.458870395E-1
9.683793929E1,-2.525486992E-1,-1.266043226E0,-2.793355250E-1
9.684798529E1,1.486265009E-1,-7.623927212E-1,-3.124453837E-1
9.685803229E1,3.818055674E-1,-3.497857028E-1,-4.007857025E-1
9.686807829E1,6.453987068E-1,1.243714464E-1,-3.141065776E-1
9.687812429E1,7.867704210E-1,6.416161430E-1,-5.302028574E-2
9.688817029E1,8.473240402E-1,1.241371484E0,2.218848040E-1
9.689821629E1,7.540871899E-1,1.842322581E0,4.729760116E-1
9.690826229E1,4.475735141E-1,2.273493340E0,6.352800270E-1
9.691830829E1,7.635820448E-2,2.590944525E0,5.974679106E-1
9.692835429E1,1.259753376E-2,2.561130157E0,1.199819416E-1
9.693840029E1,-3.011992145E-1,2.437262741E0,-3.121992890E-1
9.694844629E1,-5.717338760E-1,2.697663227E0,-4.007589515E-1
9.695849229E1,-6.132011600E-1,3.221124099E0,8.940743566E-2
9.696853829E1,-3.219237202E-1,3.666162114E0,1.455483512E0
9.697858429E1,5.248855457E-1,4.097956771E0,2.270780817E0
9.698863029E1,1.183232327E0,4.351160504E0,3.202338749E0
9.699867629E1,1.217702321E0,4.255091336E0,4.367982944E0
9.700872229E1,1.311530763E0,3.944183770E0,4.820257473E0
9.701876929E1,1.421968002E0,3.269395788E0,4.598565554E0
9.702881529E1,1.420656764E0,2.645187390E0,3.811174232E0
9.703886129E1,1.597284485E0,2.190597364E0,3.014696921E0
9.704890729E1,2.007464324E0,1.804161313E0,2.240910316E0
9.705895329E1,2.494131591E0,1.556734629E0,1.350486376E0
9.706899929E1,2.940822906E0,1.083263358E0,4.027731711E-1
9.707904529E1,3.095121864E0,4.374927682E-1,-3.405343113E-1
9.708909129E1,3.053075413E0,-1.234487557E-1,-9.238939869E-1
9.709913729E1,2.834551224E0,-5.687463874E-1,-1.279350758E0
9.710918329E1,2.365628502E0,-8.855175412E-1,-1.403376195E0
9.711922929E1,1.510239616E0,-1.202871662E0,-1.575028812E0
9.712927525E1,5.399300661E-1,-1.459508881E0,-1.585699396E0
9.713932125E1,-1.541673955E-1,-1.589148669E0,-1.530365440E0
9.714936725E1,-6.031589326E-1,-1.691558558E0,-1.366047425E0
9.715941325E1,-7.870021170E-1,-1.785816844E0,-1.111700706E0
9.716945925E1,-7.074397114E-1,-1.974216471E0,-8.395343064E-1
9.717950625E1,-4.919934227E-1,-2.159838086E0,-6.095886040E-1
9.718955225E1,-2.949233249E-1,-2.342098721E0,-5.099214976E-1
9.719959825E1,-7.309019566E-7,-2.602110368E0,-6.173208158E-1
9.720964425E1,1.624955117E-1,-2.908658835E0,-6.505940310E-1
9.721969025E1,2.205022299E-1,-3.078251477E0,-5.990741408E-1
9.722973625E1,1.744621309E-1,-3.193261532E0,-5.285450256E-1
9.723978225E1,1.419157977E-1,-3.288649499E0,-3.040687356E-1
9.724982825E1,9.255462639E-2,-3.295563832E0,-2.664734779E-1
9.725987425E1,-3.309063591E-2,-3.316312677E0,-3.007532912E-1
9.726992025E1,-8.875283986E-2,-3.356936792E0,-4.269221717E-1
9.727996625E1,-1.218123394E-1,-3.382948716E0,-5.630902295E-1
9.729001225E1,3.525797948E-3,-3.323445695E0,-7.119645792E-1
9.730005825E1,1.232222492E-1,-3.121144313E0,-8.917659489E-1
9.731010425E1,7.123428941E-2,-2.861728497E0,-8.956718159E-1
9.732015025E1,2.914530024E-2,-2.501275134E0,-7.619823197E-1
9.733019625E1,7.936381951E-2,-2.088510241E0,-7.255266112E-1
9.734024325E1,-3.113912769E-2,-1.749233739E0,-9.726481441E-1
9.735028925E1,-2.639490887E-1,-1.304291618E0,-1.418239233E0
9.736033525E1,-4.387606638E-1,-8.714327681E-1,-1.501859095E0
9.737038125E1,-4.416068691E-1,-2.432283837E-1,-1.631418191E0
9.738042725E1,-3.213010649E-1,3.772512442E-1,-1.522282834E0
9.739047325E1,-1.863204304E-1,9.698799992E-1,-1.277000908E0
9.740051925E1,-5.711326361E-2,1.473063896E0,-8.904993689E-1
9.741056525E1,3.712660342E-2,2.017119246E0,-2.988499495E-1
9.742061125E1,3.275705226E-1,2.476709227E0,6.739910066E-2
9.743065725E1,7.271761107E-1,2.781124629E0,1.926190511E-1
9.744070325E1,1.044053099E0,3.086631122E0,-7.524606407E-2
9.745074925E1,1.094622817E0,3.358167046E0,-5.138636903E-1
9.746079525E1,7.074889011E-1,3.867477656E0,-4.137997042E-1
9.747084125E1,2.942567423E-1,4.608828587E0,2.421278646E-1
9.748088725E1,-4.928720400E-2,5.112845712E0,1.350586948E0
9.749093425E1,-3.308480331E-1,5.443525053E0,2.280131684E0
9.750098025E1,-5.928631552E-1,5.449868698E0,2.948164963E0
9.751102625E1,-9.990038109E-1,5.168403617E0,3.746825039E0
9.752107225E1,-1.261862759E0,4.873125658E0,4.102797096E0
9.753111825E1,-1.243594157E0,4.465577066E0,3.765875267E0
9.754116425E1,-1.059681683E0,3.915873306E0,3.113517789E0
9.755121025E1,-6.747846930E-1,3.393975395E0,2.382637467E0
9.756125625E1,-2.068974401E-1,2.889670002E0,1.754741377E0
9.757130225E1,5.902471840E-2,2.337989298E0,1.358854911E0
9.758134825E1,7.643100232E-2,1.743092408E0,1.084519778E0
9.759139425E1,-1.472499932E-1,1.171844582E0,7.875288780E-1
9.760144025E1,-4.200789560E-1,6.076590228E-1,4.963963030E-1
9.761148625E1,-5.853029247E-1,6.910297930E-2,1.513374893E-1
9.762153225E1,-5.996689488E-1,-4.095331371E-1,-1.122111382E-1
9.763157825E1,-4.449038947E-1,-8.516580695E-1,-2.645954253E-1
9.764162425E1,-1.529755868E-1,-1.250500742E0,-1.826108837E-1
9.765167125E1,9.632520340E-2,-1.472989052E0,-1.185274467E-2
9.766171725E1,2.527894583E-1,-1.620921269E0,-5.477072284E-2
9.767176325E1,4.350086517E-1,-1.809671144E0,8.569620788E-2
9.768180925E1,2.835757796E-1,-2.014882101E0,3.842135239E-1
9.769185525E1,2.334133936E-1,-2.228862712E0,5.085533953E-1
9.770190125E1,2.836718933E-1,-2.533760510E0,6.495881637E-1
9.771194725E1,1.980378120E-1,-2.921710989E0,6.381773955E-1
9.772199325E1,7.553813249E-2,-3.278485284E0,6.898330142E-1
9.773203925E1,-1.124747014E-1,-3.622867575E0,5.253600472E-1
9.774208525E1,-3.098806487E-1,-3.980738223E0,2.105102154E-1
9.775213125E1,-4.300478008E-1,-4.248075262E0,-2.333411805E-2
9.776217725E1,-7.129147518E-1,-4.367071363E0,-5.508352695E-1
9.777222325E1,-1.062836037E0,-4.406715485E0,-9.289144063E-1
9.778226925E1,-1.219708281E0,-4.305006677E0,-1.160421315E0
9.779231525E1,-1.298960419E0,-4.043996910E0,-1.373940142E0
9.780236125E1,-1.137514702E0,-3.776330674E0,-1.272598540E0
9.781240725E1,-8.891652536E-1,-3.309038740E0,-1.062336246E0
9.782245425E1,-5.902195559E-1,-2.713395746E0,-6.296077893E-1
9.783250025E1,-4.049344482E-1,-2.060669308E0,-2.315327829E-1
9.784254625E1,-3.089806160E-1,-1.459881349E0,-1.239199682E-1
9.785259225E1,-3.708971480E-1,-9.260978025E-1,-5.720331073E-3
9.786263825E1,-5.905469269E-1,-3.910670453E-1,3.808700860E-2
9.787268425E1,-7.014050925E-1,4.873829663E-2,-2.853207350E-2
9.788273025E1,-8.252336249E-1,5.024810618E-1,-7.759671785E-2
9.789277625E1,-9.741244199E-1,1.067812091E0,2.850685738E-2
9.790282225E1,-9.128727163E-1,1.717620183E0,4.142272818E-1
9.791286825E1,-6.314006187E-1,2.546977556E0,1.073385656E0
9.792291425E1,-4.214139484E-2,3.400123742E0,1.739570630E0
9.793296025E1,7.682245148E-1,3.939180307E0,2.115315485E0
9.794300625E1,1.307518550E0,4.103570682E0,2.330494922E0
9.795305225E1,1.335759286E0,4.472283238E0,2.314031501E0
9.796309825E1,1.296210766E0,4.843730536E0,2.480405837E0
9.797314425E1,1.301800265E0,4.884364007E0,2.629617425E0
9.798319125E1,1.291216805E0,4.714845623E0,2.816864566E0
9.799323725E1,1.030896645E0,4.518395550E0,2.899944144E0
9.800328325E1,5.667358954E-1,4.067299819E0,2.721794686E0
9.801332925E1,3.507368255E-1,3.427529057E0,2.271930379E0
9.802337525E1,3.542424506E-1,2.704545400E0,1.424156177E0
9.803342125E1,3.233577499E-1,1.885675008E0,5.441964139E-1
9.804346725E1,4.137819432E-1,1.346042492E0,3.296484768E-2
9.805351325E1,9.999992263E-1,1.012644196E0,-2.969754052E-1
9.806355925E1,1.985393131E0,6.443701816E-1,-8.107566498E-1
9.807360525E1,2.795117601E0,2.922046620E-1,-8.229638819E-1
9.808365125E1,2.966515864E0,5.341548443E-2,-6.295750449E-1
9.809369725E1,2.735999327E0,-2.789975560E-1,-5.338544436E-1
9.810374325E1,2.160883276E0,-5.935572928E-1,-4.138630734E-1
9.811378925E1,1.449630302E0,-8.838592708E-1,-2.216970353E-1
9.812383575E1,9.305888296E-1,-1.128583372E0,-3.895765901E-2
9.813388175E1,6.403260279E-1,-1.243588164E0,3.846590817E-2
9.814392875E1,4.451666540E-1,-1.373227952E0,1.235889427E-1
9.815397475E1,3.029899974E-1,-1.565672683E0,9.320754111E-2
9.816402075E1,2.941145819E-1,-1.838175736E0,-6.764994621E-2
9.817406675E1,3.437164392E-1,-2.146510527E0,-9.367473364E-2
9.818411275E1,4.746021223E-1,-2.415712243E0,-3.614229776E-2
9.819415875E1,6.612572327E-1,-2.640305550E0,-3.430283681E-2
9.820420475E1,6.414883813E-1,-2.910342248E0,-3.780290700E-2
9.821425075E1,3.336866371E-1,-3.149400982E0,-1.817315356E-1
9.822429675E1,5.152953811E-2,-3.453053908E0,-5.011093781E-1
9.823434275E1,-1.885103589E-1,-3.822521338E0,-5.965587417E-1
9.824438875E1,-4.189240943E-1,-4.010949032E0,-7.131194774E-1
9.825443475E1,-6.228541821E-1,-4.197453577E0,-8.682115370E-1
9.826448075E1,-7.853051819E-1,-4.296866768E0,-8.488356185E-1
9.827452675E1,-9.666694392E-1,-4.042712277E0,-7.689264730E-1
9.828457275E1,-8.032983801E-1,-3.798571143E0,-7.080435826E-1
9.829461875E1,-4.482161231E-1,-3.634830979E0,-5.175586921E-1
9.830466475E1,-1.984565823E-1,-3.171851367E0,-4.376927429E-1
9.831471075E1,-4.050921768E-2,-2.730229295E0,-4.637760025E-1
9.832475775E1,3.058495782E-3,-2.356802714E0,-7.303985844E-1
9.833480375E1,-2.766700718E-1,-1.870460553E0,-1.096899138E0
9.834484975E1,-6.111258370E-1,-1.162026522E0,-1.231017820E0
9.835489575E1,-7.509656538E-1,-3.776202035E-1,-1.113175374E0
