"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
3.847850667E0,5.185906891E-1,-1.155609203E0,-3.185928538E-1
3.857897667E0,5.175498847E-1,-1.283873141E0,-5.306011990E-1
3.867944667E0,6.048357678E-1,-1.416386835E0,-7.053256506E-1
3.877991667E0,6.070313608E-1,-1.399709991E0,-8.166791484E-1
3.888038667E0,4.271163724E-1,-1.257709190E0,-9.273841900E-1
3.898084667E0,3.291008485E-1,-1.171608354E0,-9.335430622E-1
3.908131667E0,3.333925221E-1,-9.968444341E-1,-6.744576144E-1
3.918178667E0,3.084883170E-1,-7.105758655E-1,-4.957023847E-1
3.928225667E0,3.024401399E-1,-5.418287301E-1,-5.745067719E-1
3.938272667E0,2.915594948E-1,-4.281465787E-1,-6.792049688E-1
3.948318667E0,2.854970285E-1,-3.482543170E-1,-8.979858515E-1
3.958365667E0,2.541675009E-1,-2.508356112E-1,-1.127820603E0
3.968412667E0,2.313049242E-1,-2.235396391E-1,-1.293630974E0
3.978459667E0,1.633694146E-1,-2.486680484E-1,-1.392922543E0
3.988505667E0,3.589693397E-2,-2.551754147E-1,-1.330824528E0
3.998552667E0,-1.154591203E-1,-2.373402375E-1,-1.153393693E0
4.008599667E0,-1.093044142E-1,-2.141677219E-1,-9.676016316E-1
4.018646667E0,2.630717140E-2,-1.957583481E-1,-9.126913065E-1
4.028697125E0,1.528569614E-1,-1.501465577E-1,-8.609498799E-1
4.038743125E0,2.850266566E-1,-1.002721471E-1,-9.650300261E-1
4.048790125E0,3.382253920E-1,-1.133184546E-1,-9.604151112E-1
4.058837125E0,3.817560122E-1,-1.173740834E-1,-9.471954337E-1
4.068884125E0,3.567280654E-1,-8.695979118E-2,-9.028907883E-1
4.078931125E0,2.781428392E-1,-1.234855932E-1,-8.350604555E-1
4.088977125E0,2.796112943E-1,-7.659852505E-3,-8.068637198E-1
4.099024125E0,3.788891955E-1,1.874044311E-1,-8.019555670E-1
4.109071125E0,4.296319907E-1,3.067314845E-1,-6.170397109E-1
4.119118125E0,3.845388483E-1,4.945785499E-1,-9.747308493E-2
4.129165125E0,3.599688482E-1,7.788152111E-1,1.041973829E-3
4.139211125E0,3.295365757E-1,8.798673767E-1,-8.503605723E-2
4.149258125E0,2.938538509E-1,8.855011690E-1,-1.068490952E-1
4.159305125E0,3.543322419E-1,9.282273585E-1,-1.805225506E-1
4.169352125E0,4.697055908E-1,9.814282501E-1,-2.240310976E-1
4.179399125E0,3.907939804E-1,9.833911604E-1,-3.941830266E-1
4.189445125E0,1.394922912E-1,9.322221762E-1,-6.587753820E-1
4.199492125E0,-3.229274679E-2,8.813654333E-1,-1.074065688E0
4.209539125E0,-1.555371241E-1,7.919539046E-1,-1.271332325E0
4.219586125E0,-3.252159219E-1,6.493239427E-1,-1.218448937E0
4.229633125E0,-5.865326307E-1,7.802050942E-1,-1.181154226E0
4.239679125E0,-1.011896483E0,1.000595423E0,-6.943170977E-1
4.249726125E0,-1.532401587E0,1.144001895E0,9.803149402E-2
4.259773125E0,-1.736043151E0,1.347584403E0,5.182901788E-1
4.269820125E0,-1.632421719E0,1.412245252E0,8.075057441E-1
4.279866125E0,-1.345962239E0,1.359458343E0,7.525530267E-1
4.289913125E0,-9.084384073E-1,1.416870400E0,1.030192274E0
4.299960125E0,-4.286330305E-1,1.593083845E0,1.034741408E0
4.310007125E0,1.204701110E-1,1.578668704E0,5.973059428E-1
4.320054125E0,6.997628289E-1,1.550413789E0,3.101249161E-1
4.330100125E0,9.766965370E-1,1.508609120E0,2.640576276E-1
4.340147125E0,1.191231025E0,1.308389931E0,7.273035800E-1
4.350194125E0,1.128955548E0,1.182990544E0,1.487674042E0
4.360241125E0,5.651652601E-1,1.053296962E0,1.932754449E0
4.370288125E0,1.396852676E-1,8.263694465E-1,2.120020594E0
4.380334125E0,-9.896065313E-2,5.682528824E-1,2.070050873E0
4.390381125E0,-2.961882238E-1,3.259477741E-1,1.797590212E0
4.400428125E0,-4.041702171E-1,8.582777023E-2,1.523697568E0
4.410475125E0,-3.949025264E-1,-1.744744831E-1,1.182523352E0
4.420522125E0,-3.837328827E-1,-3.067981428E-1,7.921100253E-1
4.430568125E0,-2.812841827E-1,-4.442410398E-1,3.981436381E-1
4.440615125E0,-6.865815237E-2,-6.375663614E-1,3.395273477E-2
4.450662125E0,7.512531906E-2,-7.882111019E-1,-2.008311000E-1
4.460709125E0,1.131412840E-1,-8.740686929E-1,-1.847050640E-1
4.470756125E0,9.697219782E-2,-8.590933889E-1,-5.989449173E-2
4.480802125E0,9.240961544E-2,-8.438216311E-1,-1.151889789E-1
4.490849125E0,2.964611426E-3,-8.561914158E-1,7.529167235E-3
4.500896125E0,-5.283533100E-2,-8.994444394E-1,1.460286561E-1
4.510943125E0,1.238828750E-1,-8.504523736E-1,6.174981326E-2
4.520990125E0,2.497025670E-1,-8.296912497E-1,-2.520138252E-1
4.531036125E0,2.963112346E-1,-8.335393023E-1,-5.990203464E-1
4.541083125E0,2.600812286E-1,-9.373846829E-1,-8.065374452E-1
4.551130125E0,2.486631513E-1,-1.025405159E0,-8.444244790E-1
4.561177125E0,2.506875305E-1,-1.033218793E0,-7.393511832E-1
4.571224125E0,1.002991904E-1,-1.076886969E0,-6.264993364E-1
4.581270125E0,-3.009583823E-2,-1.119213209E0,-3.275803167E-1
4.591317125E0,-1.820796642E-1,-9.930992925E-1,-1.153377905E-1
4.601364125E0,-3.185414714E-1,-1.071305217E0,-2.540702909E-2
4.611411125E0,-4.596358815E-1,-1.181303038E0,-6.411179602E-3
4.621458125E0,-6.419112081E-1,-1.210989937E0,-2.232934713E-2
4.631504125E0,-7.278116300E-1,-1.174623179E0,-1.029437399E-1
4.641551125E0,-7.565587348E-1,-1.067323263E0,-1.780974180E-1
4.651598125E0,-6.912949643E-1,-9.044157422E-1,-2.538165218E-1
4.661645125E0,-6.104312608E-1,-7.580675358E-1,-2.982547760E-1
4.671691125E0,-4.627799293E-1,-6.779472327E-1,-4.701433280E-1
4.681738125E0,-2.695135915E-1,-6.358040106E-1,-8.008361176E-1
4.691785125E0,-8.280220158E-2,-6.585105032E-1,-1.049138423E0
4.701832125E0,1.319351853E-1,-6.787173110E-1,-1.119595617E0
4.711879125E0,2.755364428E-1,-6.270671010E-1,-1.177486560E0
4.721925125E0,1.921165560E-1,-6.197206593E-1,-1.063692727E0
4.731972125E0,3.779252820E-2,-6.338340837E-1,-8.073092777E-1
4.742019125E0,-2.399410059E-1,-5.781715143E-1,-5.841418138E-1
4.752066125E0,-5.388959129E-1,-5.225241476E-1,-2.444045511E-1
4.762113125E0,-6.557459396E-1,-2.594643474E-1,3.049118310E-1
4.772159125E0,-6.712778986E-1,1.749200410E-1,7.455085936E-1
4.782206125E0,-5.151508818E-1,6.472844338E-1,6.900018525E-1
4.792253125E0,-3.489735977E-1,1.014645113E0,6.775592700E-1
4.802300125E0,-1.080712364E-1,1.265340976E0,6.444906342E-1
4.812347125E0,1.149126249E-1,1.534611104E0,4.442375314E-1
4.822393125E0,3.659519750E-1,1.789740325E0,2.195793200E-1
4.832440125E0,8.010141653E-1,2.000313179E0,3.765054318E-1
4.842487125E0,1.164092343E0,2.184470066E0,7.934420210E-1
4.852534125E0,1.267462345E0,2.313855500E0,1.033099510E0
4.862581125E0,1.100094641E0,2.434846087E0,1.152939949E0
4.872627125E0,8.873643111E-1,2.425358394E0,1.308112189E0
4.882674125E0,7.658867249E-1,2.226002254E0,1.445264187E0
4.892721125E0,7.264593883E-1,2.159093150E0,1.508358275E0
4.902768125E0,7.518484372E-1,2.079328358E0,1.634176615E0
4.912815125E0,9.892895392E-1,1.866362239E0,2.203989826E0
4.922861125E0,1.216533462E0,1.642058369E0,2.965852498E0
4.932908125E0,1.227630381E0,1.386696428E0,3.266456685E0
4.942955125E0,1.053237467E0,1.050422471E0,3.284193921E0
4.953002125E0,7.896333640E-1,7.072832984E-1,2.970038227E0
4.963049125E0,6.365474110E-1,4.904457378E-1,2.353213109E0
4.973095125E0,6.772214471E-1,4.135466659E-1,1.567494090E0
4.983142125E0,6.527368163E-1,2.590509492E-1,8.264682645E-1
4.993189125E0,6.110560724E-1,1.989749014E-2,2.883025226E-1
5.003236125E0,6.331582917E-1,-2.248798209E-1,-6.314437419E-2
5.013283125E0,7.119409711E-1,-3.938614297E-1,-3.256440112E-1
5.023329125E0,7.786602598E-1,-5.579050648E-1,-4.518318951E-1
5.033376375E0,9.350664081E-1,-7.471677411E-1,-3.081915343E-1
5.043423375E0,1.005182344E0,-8.970236921E-1,-7.262651145E-2
5.053470375E0,9.834662240E-1,-1.155255446E0,1.081103396E-1
5.063517375E0,8.913279925E-1,-1.440326505E0,4.737639239E-1
5.073563375E0,7.518833012E-1,-1.673335710E0,5.843444198E-1
5.083610375E0,6.234301329E-1,-1.927538733E0,5.485036191E-1
5.093657375E0,5.834490649E-1,-2.058555540E0,5.319016197E-1
5.103704375E0,5.730506324E-1,-2.149936411E0,4.698854658E-1
5.113751375E0,5.493109369E-1,-2.192621085E0,2.697282574E-1
5.123797375E0,4.305436447E-1,-2.196405403E0,4.703383327E-2
5.133844375E0,1.486036237E-1,-2.236274058E0,-2.671356019E-1
5.143891375E0,-7.138821736E-2,-2.290899916E0,-4.484495732E-1
5.153938375E0,-1.530291254E-1,-2.225283632E0,-5.188456643E-1
5.163985375E0,-1.536722825E-1,-2.129594532E0,-4.631851414E-1
5.174032375E0,1.739561275E-2,-2.021357893E0,-3.157160237E-1
5.184078375E0,2.054392724E-1,-1.737084979E0,-2.321420628E-1
5.194125375E0,2.902431221E-1,-1.416631249E0,-3.616210520E-3
5.204172375E0,2.251527946E-1,-1.149847941E0,6.879541576E-2
5.214219375E0,2.332833114E-1,-8.683442688E-1,2.575338891E-1
5.224266375E0,4.059626079E-1,-4.824642885E-1,5.108297163E-1
5.234312375E0,7.290230269E-1,-1.011346114E-1,6.682122034E-1
5.244359375E0,1.047394491E0,1.133652323E-1,5.700471005E-1
5.254406375E0,1.122149535E0,1.362044567E-1,4.171558598E-1
5.264453375E0,1.015022404E0,6.950292885E-2,-5.377362639E-2
5.274500375E0,8.874811093E-1,-3.213220417E-2,-5.247753257E-1
5.284546375E0,8.434957950E-1,-1.764537656E-1,-4.889967978E-1
5.294593375E0,7.985359691E-1,-2.976145059E-1,-4.748196387E-1
5.304640375E0,6.519050498E-1,-3.005802137E-1,-2.183271387E-1
5.314687375E0,5.802298073E-1,-2.236589223E-1,3.590538320E-1
5.324734375E0,3.827157230E-1,-1.430661643E-1,9.498679036E-1
5.334780375E0,1.432116320E-1,-7.925199151E-2,1.372801397E0
5.344827375E0,-2.316155210E-3,3.582413614E-2,1.640411208E0
5.354874375E0,5.632500412E-2,3.517392576E-1,1.801135964E0
5.364921375E0,2.172745303E-1,7.100262272E-1,1.405607201E0
5.374968375E0,3.214094576E-1,9.510122037E-1,4.555340597E-1
5.385014375E0,2.716491773E-1,1.069617711E0,-1.526532590E-1
5.395061375E0,-6.442973837E-3,1.200749708E0,-5.081326881E-1
5.405108375E0,-2.612593329E-1,1.345017475E0,-5.723076341E-1
5.415155375E0,-3.986578641E-1,1.501660874E0,-2.909787932E-1
5.425202375E0,-4.210762351E-1,1.796611388E0,5.550820291E-1
5.435248375E0,-3.825426820E-1,2.059823801E0,1.517477008E0
5.445295375E0,-1.146874705E-1,2.100345005E0,2.095157356E0
5.455342375E0,2.464265183E-1,2.057064500E0,2.539776418E0
5.465389375E0,5.331706848E-1,2.030992350E0,2.930619515E0
5.475436375E0,4.664417116E-1,1.753933146E0,2.914653400E0
5.485482375E0,1.895207760E-2,1.458249391E0,2.761061078E0
5.495529375E0,-2.829850647E-1,1.282330645E0,2.267193258E0
5.505576375E0,-3.674300050E-1,1.108159633E0,1.624381944E0
5.515623375E0,-5.842874095E-1,7.750203681E-1,1.018657472E0
5.525670375E0,-8.942880723E-1,3.409382808E-1,5.374427336E-1
5.535716375E0,-1.134874245E0,-3.960143745E-2,8.022438347E-2
5.545763375E0,-1.176690754E0,-3.653170770E-1,-6.754878938E-2
5.555810375E0,-8.865760334E-1,-6.913671774E-1,-1.777688044E-1
5.565857375E0,-5.527303521E-1,-7.496013522E-1,1.360968679E-2
5.575904375E0,-2.538271381E-1,-7.757571173E-1,5.250311413E-1
5.585951375E0,-1.973850800E-1,-9.272497040E-1,1.048263387E0
5.595997375E0,-3.170109262E-1,-1.044130867E0,1.572094095E0
5.606044375E0,-4.520351224E-1,-1.091257671E0,1.897339618E0
5.616091375E0,-4.348293980E-1,-1.155318012E0,2.017605150E0
5.626138375E0,-4.239411150E-1,-1.179975135E0,1.941420315E0
5.636185375E0,-4.983877185E-1,-1.256428065E0,1.767753333E0
5.646231375E0,-5.963372784E-1,-1.277325429E0,1.499038690E0
5.656278375E0,-5.922854138E-1,-1.208814188E0,1.180113714E0
5.666325375E0,-4.751189065E-1,-1.072761759E0,8.853620052E-1
5.676372375E0,-3.295739614E-1,-8.547120702E-1,6.559745657E-1
5.686419375E0,-1.797807948E-1,-6.023795718E-1,4.187840170E-1
5.696465375E0,-1.076448647E-1,-4.139992404E-1,3.714993382E-1
5.706512375E0,-7.786879610E-2,-2.777392352E-1,4.686502415E-1
5.716559375E0,-1.735643640E-2,-1.607756263E-1,4.999053633E-1
5.726606375E0,4.767081432E-2,2.471793473E-2,4.615593231E-1
5.736653375E0,-1.845125444E-2,3.632758141E-2,5.630529535E-1
5.746699375E0,-2.054853741E-1,-3.199011683E-2,5.490170047E-1
5.756746375E0,-4.072720553E-1,-9.404427767E-2,4.874844155E-1
5.766793375E0,-5.758000663E-1,-1.576438576E-1,3.606489524E-1
5.776840375E0,-7.056693207E-1,-2.759616816E-1,3.539974523E-1
5.786887375E0,-7.651590389E-1,-3.655954045E-1,3.789042521E-1
5.796933375E0,-8.128525843E-1,-3.725886744E-1,4.719670746E-1
5.806980375E0,-7.732957318E-1,-4.035034883E-1,5.207103413E-1
5.817027375E0,-5.752712222E-1,-4.709499514E-1,4.492863098E-1
5.827074375E0,-3.013637223E-1,-5.255921817E-1,3.211483794E-1
5.837121375E0,-1.067458553E-1,-5.230995136E-1,2.440888014E-1
5.847168375E0,-7.506542165E-2,-4.546566850E-1,1.460064366E-1
5.857214375E0,-5.125917748E-2,-4.146699160E-1,-4.637748331E-2
5.867261375E0,-6.374395134E-2,-5.107040012E-1,-9.085666806E-2
5.877308375E0,-1.895070168E-1,-4.548747861E-1,-1.525836772E-1
5.887355375E0,-3.312222184E-1,-3.379211175E-1,-1.357317093E-1
5.897402375E0,-4.344130762E-1,-2.125217307E-1,-1.250739893E-1
5.907448375E0,-4.937311421E-1,-1.096452338E-1,-1.686275598E-1
5.917495375E0,-5.109709266E-1,6.109170914E-3,-9.755728483E-2
5.927542375E0,-5.453638836E-1,1.112508792E-1,-3.018946677E-2
5.937589375E0,-5.708746642E-1,2.559817457E-1,-1.596055984E-2
5.947636375E0,-5.593803539E-1,3.694516432E-1,-1.542349309E-2
5.957682375E0,-5.800138988E-1,3.305986494E-1,1.065576115E-1
5.967729375E0,-6.902421731E-1,3.448249251E-1,-1.047616392E-2
5.977776375E0,-8.608648029E-1,2.692116559E-1,-3.450792789E-2
5.987823375E0,-9.538883029E-1,2.119036800E-1,-2.867269903E-2
5.997870375E0,-8.902756398E-1,2.360573584E-1,-5.070442289E-2
6.007917375E0,-6.763101585E-1,3.147100103E-1,-3.665999562E-2
6.017963375E0,-3.451469605E-1,3.613093954E-1,-5.198496312E-2
6.028006917E0,-6.924756998E-2,3.119518787E-1,-9.028393328E-2
6.038053917E0,-4.576707054E-3,2.672388053E-1,-5.003316253E-2
6.048100917E0,-7.721414549E-2,1.320663822E-1,-5.567514092E-2
6.058147917E0,-1.780064389E-1,-8.236563385E-2,-1.843539387E-2
6.068193917E0,-2.488138633E-1,-1.814198059E-1,-8.100937217E-2
6.078240917E0,-3.062261937E-1,-2.434137404E-1,-5.462118030E-2
6.088287917E0,-3.918284259E-1,-2.547912526E-1,-1.469031072E-1
6.098334917E0,-4.446645974E-1,-2.625195175E-1,-2.558724028E-1
6.108381917E0,-4.175537993E-1,-2.411087680E-1,-2.103176227E-1
6.118427917E0,-3.117342161E-1,-1.352560383E-1,-1.318251845E-1
6.128474917E0,-1.755914475E-1,4.170234203E-2,6.710557044E-2
6.138521917E0,-1.690996494E-2,2.117960912E-1,3.401798970E-1
6.148568917E0,1.357254601E-1,3.144585800E-1,5.294761947E-1
6.158615917E0,3.208175732E-1,3.815027547E-1,7.427943161E-1
6.168662917E0,4.345513994E-1,4.483440310E-1,8.627677792E-1
6.178708917E0,3.216169972E-1,4.488591707E-1,9.008094719E-1
6.188755917E0,1.349786245E-1,4.082069886E-1,8.229882941E-1
6.198802917E0,4.389300138E-2,4.090969348E-1,6.970366377E-1
6.208849917E0,-2.246386964E-2,4.059751064E-1,5.985443830E-1
6.218896917E0,-1.250501254E-1,4.340013957E-1,4.205250254E-1
6.228942917E0,-1.610276413E-1,4.057342011E-1,2.530426428E-1
6.238989917E0,-2.010550850E-1,3.842392516E-1,1.431769690E-1
6.249036917E0,-1.617578124E-1,3.694949126E-1,1.844308296E-1
6.259083917E0,3.722264394E-3,2.652677089E-1,1.777620801E-1
6.269130917E0,1.820007268E-1,1.395771307E-1,1.123472321E-1
6.279177917E0,2.693071847E-1,2.996581078E-2,2.175205153E-1
6.289223917E0,1.958730997E-1,-9.016114175E-2,3.193307725E-1
6.299270917E0,8.200456828E-2,-1.987942225E-1,4.915491074E-1
6.309317917E0,-3.317253347E-2,-2.252967274E-1,6.116108635E-1
6.319364917E0,-1.725068220E-1,-2.720966721E-1,5.842496949E-1
6.329411917E0,-3.308987577E-1,-2.891874987E-1,5.820017329E-1
6.339457917E0,-4.812886692E-1,-2.997311980E-1,5.494649014E-1
6.349504917E0,-5.644853386E-1,-3.010514992E-1,4.391200483E-1
6.359551917E0,-5.617341871E-1,-3.072559798E-1,4.943794522E-1
6.369598917E0,-4.409950311E-1,-2.791560155E-1,4.407961527E-1
6.379645917E0,-1.425096555E-1,-2.557694918E-1,3.789296874E-1
6.389692917E0,1.297644430E-1,-1.863712281E-1,4.254255769E-1
6.399738917E0,3.008791891E-1,-1.227529371E-1,3.205341294E-1
6.409785917E0,4.080605158E-1,-1.952905709E-1,2.213837707E-1
6.419832917E0,4.762782998E-1,-2.136771405E-1,1.527789742E-1
6.429879917E0,4.564570792E-1,-1.926371044E-1,7.943062395E-2
6.439926917E0,4.516310798E-1,-2.502082050E-1,3.391092718E-2
6.449972917E0,4.330049205E-1,-2.906089568E-1,1.713877380E-2
6.460019917E0,3.866755671E-1,-2.385359931E-1,3.455996811E-3
6.470066917E0,3.653965261E-1,-7.853804648E-2,2.560495734E-3
6.480113917E0,4.635182500E-1,1.127430886E-1,-4.217801303E-2
6.490160917E0,5.453132686E-1,2.362602568E-1,-7.784661323E-2
6.500206917E0,4.965298754E-1,2.656138641E-1,-1.477304882E-1
6.510253917E0,3.954062275E-1,1.933820397E-1,-1.851193392E-1
6.520300917E0,4.487057544E-1,1.264132941E-1,-2.344137061E-1
6.530347917E0,5.624024507E-1,3.633459806E-3,-2.381489074E-1
6.540394917E0,6.535288216E-1,-1.432339793E-1,-1.689330769E-1
6.550441917E0,7.062092379E-1,-3.078529805E-1,-9.882496119E-2
6.560487917E0,7.108357742E-1,-3.914272338E-1,-1.885732895E-1
6.570534917E0,6.542644013E-1,-4.559015572E-1,-2.287498006E-1
6.580581917E0,4.634353291E-1,-5.025447965E-1,-4.294981626E-1
6.590628917E0,2.609556614E-1,-4.197605020E-1,-5.673529959E-1
6.600675917E0,1.641560296E-1,-3.073197144E-1,-6.774394020E-1
6.610721917E0,1.490583909E-1,-2.647771275E-1,-8.705843371E-1
6.620768917E0,1.410615925E-1,-2.702717561E-1,-1.071424793E0
6.630815917E0,1.355011828E-1,-2.357591504E-1,-1.269474372E0
6.640862917E0,1.363945460E-1,-1.348215902E-1,-1.419071292E0
6.650909917E0,1.206369759E-1,-5.543160439E-3,-1.314873032E0
6.660956917E0,1.870971782E-1,1.493829113E-1,-1.071823865E0
6.671002917E0,3.696001260E-1,3.407581866E-1,-6.025488487E-1
6.681049917E0,6.870250350E-1,6.125893950E-1,-1.950961509E-1
6.691096917E0,1.056372452E0,8.052908188E-1,-2.468171123E-1
6.701143917E0,1.105807736E0,7.951184177E-1,-2.410874256E-1
6.711190917E0,9.953620188E-1,7.487283629E-1,-2.806938332E-1
6.721236917E0,8.805712353E-1,7.727305984E-1,-4.797988352E-1
6.731283917E0,8.139468176E-1,7.737222862E-1,-7.583558035E-1
6.741330917E0,8.690968055E-1,6.382364523E-1,-1.216232843E0
6.751377917E0,8.968789005E-1,4.679240173E-1,-1.637116010E0
6.761424917E0,9.060072081E-1,3.240532762E-1,-1.945173643E0
6.771470917E0,9.316420593E-1,1.600710368E-1,-1.986153269E0
6.781517917E0,1.052346644E0,2.911153257E-2,-1.747258549E0
6.791564917E0,1.293983269E0,5.599293709E-3,-1.858296297E0
6.801611917E0,1.447934171E0,-1.309893250E-2,-1.806836999E0
6.811658917E0,1.227569570E0,-8.773571670E-2,-1.550598268E0
6.821704917E0,9.757734809E-1,-5.831779003E-2,-1.615667838E0
6.831751917E0,7.987044420E-1,-1.404121131E-1,-1.500901321E0
6.841798917E0,5.365947412E-1,-2.197699392E-1,-1.506570489E0
6.851845917E0,2.312293490E-1,-3.157490605E-1,-1.718852191E0
6.861892917E0,2.155660287E-1,-2.591006505E-1,-1.768788874E0
6.871938917E0,2.926684741E-1,-2.861867076E-1,-1.809708567E0
6.881985917E0,5.741013405E-1,-2.270532310E-1,-1.878804822E0
6.892032917E0,8.825323914E-1,-1.129109037E-1,-1.751226470E0
6.902079917E0,1.148172056E0,9.580078125E-2,-1.601444778E0
6.912126917E0,1.271870707E0,2.559232736E-1,-1.417787535E0
6.922173917E0,1.450517910E0,4.405023301E-1,-1.138894060E0
6.932219917E0,1.500016637E0,4.504636467E-1,-1.044723775E0
6.942266917E0,1.336312286E0,4.025041991E-1,-9.721422869E-1
6.952313917E0,1.120355609E0,3.201438278E-1,-1.063940941E0
6.962360917E0,8.333600852E-1,1.811268604E-1,-1.098145691E0
6.972407917E0,5.663698231E-1,8.746382117E-2,-1.114992104E0
6.982453917E0,4.328196003E-1,4.254375637E-2,-1.218185520E0
6.992500917E0,3.573481992E-1,3.047627270E-2,-1.262450697E0
7.002547917E0,3.180002385E-1,8.171249986E-2,-1.388177820E0
7.012594917E0,3.439489025E-1,1.837639546E-1,-1.440656581E0
7.022641917E0,4.394459575E-1,3.955582917E-1,-1.299777860E0
7.032688375E0,5.885979038E-1,7.108395749E-1,-1.318748859E0
7.042735375E0,8.086152533E-1,8.286399204E-1,-1.005700335E0
7.052782375E0,9.491929887E-1,1.081428502E0,-6.702546358E-1
7.062829375E0,9.970997382E-1,1.260469660E0,-3.362444285E-1
7.072876375E0,1.070416367E0,1.257857709E0,-1.880180964E-1
7.082922375E0,1.004347801E0,1.220848342E0,-1.777135482E-1
7.092969375E0,9.461432272E-1,1.169751279E0,-2.406974164E-1
7.103016375E0,9.801011514E-1,1.083573845E0,-3.995592490E-1
7.113063375E0,1.020751872E0,9.963538527E-1,-5.669208866E-1
7.123110375E0,8.272255520E-1,1.081746590E0,-6.353841805E-1
7.133156375E0,4.958872298E-1,1.175991427E0,-4.245979035E-1
7.143203375E0,2.402296391E-1,1.154386550E0,-1.466315040E-1
7.153250375E0,-1.065586531E-2,1.124535345E0,-2.188873020E-1
7.163297375E0,-2.892683730E-1,1.038626883E0,-4.148634589E-1
7.173344375E0,-5.355691396E-1,7.866382009E-1,-5.348741980E-1
7.183390375E0,-5.327670442E-1,4.828045964E-1,-7.003645805E-1
7.193437375E0,-3.327082517E-1,4.469857228E-1,-9.056398568E-1
7.203484375E0,-1.010727771E-3,6.496999186E-1,-6.889003833E-1
7.213531375E0,1.740120415E-1,8.236890829E-1,-6.085251416E-1
7.223578375E0,2.917892904E-1,8.796229631E-1,-3.178787626E-1
7.233624375E0,2.604467892E-1,7.343863124E-1,1.232136977E-1
7.243671375E0,3.746694792E-2,6.232687497E-1,6.601649728E-1
7.253718375E0,-2.915675713E-1,7.351669157E-1,8.791487539E-1
7.263765375E0,-5.365416412E-1,9.156090671E-1,1.195209325E0
7.273812375E0,-7.609094287E-1,1.158476093E0,1.580754991E0
7.283858375E0,-9.582835818E-1,1.345225636E0,1.650173135E0
7.293905375E0,-1.040100601E0,1.402701427E0,1.546054982E0
7.303952375E0,-1.013206186E0,1.414473041E0,1.290628429E0
7.313999375E0,-9.716484895E-1,1.268060516E0,1.134374455E0
7.324046375E0,-8.329409860E-1,1.117940270E0,1.084540097E0
7.334092375E0,-6.095942319E-1,9.571073413E-1,8.027993202E-1
7.344139375E0,-3.102215048E-1,6.835038418E-1,5.489713964E-1
7.354186375E0,-6.084378719E-2,4.727327675E-1,1.428118104E-1
7.364233375E0,1.056430339E-1,1.573438954E-1,-3.611111748E-1
7.374280375E0,3.623603594E-2,-2.154453385E-1,-6.302085176E-1
7.384326375E0,-2.480489013E-1,-4.845166612E-1,-9.194021559E-1
7.394373375E0,-6.912389772E-1,-6.636121988E-1,-7.956208397E-1
7.404420375E0,-1.174054537E0,-7.305598944E-1,-4.327724572E-1
7.414467375E0,-1.430417229E0,-7.152846283E-1,-8.354267836E-2
7.424514375E0,-1.517017416E0,-7.621611714E-1,2.430978446E-1
7.434560375E0,-1.591482877E0,-7.757343131E-1,5.113705838E-1
7.444607375E0,-1.632981005E0,-7.697695684E-1,7.720270322E-1
7.454654375E0,-1.554937925E0,-7.122119164E-1,9.142794102E-1
7.464701375E0,-1.302020998E0,-7.151548201E-1,6.839833134E-1
7.474748375E0,-9.842388605E-1,-8.447659564E-1,3.176429737E-1
7.484794375E0,-6.959800458E-1,-9.120381725E-1,-6.077376679E-2
7.494841375E0,-5.435900942E-1,-8.526889336E-1,-5.333420813E-1
7.504888375E0,-4.914794525E-1,-8.537829477E-1,-9.032226178E-1
7.514935375E0,-4.337498192E-1,-8.530532151E-1,-1.216237959E0
7.524982375E0,-4.345226384E-1,-9.027159566E-1,-1.393003235E0
7.535028375E0,-4.779140218E-1,-9.864246958E-1,-1.449672987E0
